hhhuya(ljk播放器),#genre#
WWE顶级大赛 顶级付费赛事免费体育看！群星大战,http://121.51.14.14/tx.hls.huya.com/src/1099531728840-1099531728840-86333412494802944-2199063581136-10057-A-0-1.flv?wsSecret=a00b8050adf2a0ad831d54f44067ae01&wsTime=6246db36&u=0&seqid=16487244048310000&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&t=103
体育赛场 2022亚洲公路摩托体育车锦标赛  重播,http://121.51.14.14/tx.hls.huya.com/src/1099531627962-1099531627962-85900144783917056-2199063379380-10057-A-0-1.flv?wsSecret=901e5456473aaf687458b9a91f33a5e1&wsTime=6246db38&u=0&seqid=16487244069040000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
赛车直播 2022纳斯卡赛车系列赛 EchoPark Automotive Texas Grand Prix 体育美洲赛道 重播,http://121.51.14.14/tx.hls.huya.com/src/1447756351-1447756351-6218066180121296896-2895636158-10057-A-0-1.flv?wsSecret=28133dd2fcf9af238224a22360c51445&wsTime=6246db3a&u=0&seqid=16487244081610000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
小特赛事专场 体育准就一个字 我特神不说两次,http://121.51.14.14/tx.hls.huya.com/src/1099531627782-1099531627782-85899371689803776-2199063379020-10057-A-0-1.flv?wsSecret=de656c4076fa1ad2fe9b58e32f122221&wsTime=6246db3c&u=0&seqid=16487244107230000&ctype=tars_mobile&fs=bgct&t=103
路人王篮球 路人王2021年度总决赛 恭喜周锐！！ 体育重播,http://121.51.14.14/tx.hls.huya.com/src/1859752418-1859752418-7987575813966921728-3719628292-10057-A-0-1.flv?wsSecret=a881a00d9c0c547ef763b278ad90672a&wsTime=6246db3e&u=0&seqid=16487244127500000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
科蜜JJ 科比后仰的瞬间，体育我看到了神迹,http://121.51.14.14/tx.hls.huya.com/src/1099531627790-1099531627790-85899406049542144-2199063379036-10057-A-0-1.flv?wsSecret=7faaf8ab243971157d412d12cd04b491&wsTime=6246db3f&u=0&seqid=16487244139820000&ctype=tars_mobile&fs=bgct&t=103
乔妹 一只球队一座城市体育，This is we play,http://121.51.14.14/tx.hls.huya.com/src/1099531740250-1099531740250-86382418071650304-2199063603956-10057-A-0-1.flv?wsSecret=2992895041f6bb5bc7f46ce7f5fc788b&wsTime=6246db41&u=0&seqid=16487244154530000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
璟点台球 火箭vs威廉姆斯 巡体育回锦标赛,http://121.51.14.14/tx.hls.huya.com/src/1199603959079-1199603959079-5618175831462379520-2399208041614-10057-A-0-1.flv?wsSecret=1be452cb36ed17bcbdebfdaf92e0b50e&wsTime=6246db43&u=0&seqid=16487244178510000&ctype=tars_mobile&fs=bgct&t=103
元气小埋 地下黑拳格斗 R体育级警告胆小勿点,http://121.51.14.14/tx.hls.huya.com/src/1099531627806-1099531627806-85899474769018880-2199063379068-10057-A-0-1.flv?wsSecret=c34bd7a6761bedab12eebbc6fff1b5b0&wsTime=6246db44&u=0&seqid=16487244189100000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&t=103
RB莱比锡专场 21/22德甲体育莱比锡专场[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728772-1099531728772-86333120437026816-2199063581000-10057-A-0-1-imgplus.flv?wsSecret=58a551f465184a7303aa400280afd540&wsTime=6246db46&u=0&seqid=16487244202350000&ctype=tars_mobile&txyp=o%3Aq6%3B&fs=bgct&t=103
萌多啦嘉嘉 运动场上体育的喜剧瞬间,http://121.51.14.14/tx.hls.huya.com/src/1099531627925-1099531627925-85899985870127104-2199063379306-10057-A-0-1.flv?wsSecret=e6c0ca80040bfa3c0cae798020cab295&wsTime=6246db47&u=0&seqid=16487244219270000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
野人运动日记荒野独居第八体育季，谁能拿下最终奖金,http://121.51.14.14/tx.hls.huya.com/src/1099531728575-1099531728575-86332274328469504-2199063580606-10057-A-0-1.flv?wsSecret=9d59d4a6edf3bbca650318ba5e959560&wsTime=6246db49&u=0&seqid=16487244230550000&ctype=tars_mobile&txyp=o%3Atyeic11%3B&fs=bgct&t=103
野行者 原始生存21天，体育生存挑战变相亲节目？,http://121.51.14.14/tx.hls.huya.com/src/1099531739795-1099531739795-86380463861530624-2199063603046-10057-A-0-1.flv?wsSecret=1bf8ad9b7bb81c3eda83ddfb63d7855c&wsTime=6246db4b&u=0&seqid=16487244257810000&ctype=tars_mobile&txyp=o%3Az16%3B&fs=bgct&t=103
铁岭二师兄 妹子们太疯了，体育这样打会出事吗,http://121.51.14.14/tx.hls.huya.com/src/1099531728905-1099531728905-86333691667677184-2199063581266-10057-A-0-1.flv?wsSecret=f216410f297e88c99dc76bf64e42f672&wsTime=6246db4c&u=0&seqid=16487244268410000&ctype=tars_mobile&fs=bgct&t=103
夏日么么茶 皇家大战下一体育个是谁？,http://121.51.14.14/tx.hls.huya.com/src/1099531627783-1099531627783-85899375984771072-2199063379022-10057-A-0-1.flv?wsSecret=7f2e9031b3f864d950d7a1d17994c5ec&wsTime=6246db4d&u=0&seqid=16487244279430000&ctype=tars_mobile&fs=bgct&t=103?体育
德国足球甲级联赛1 勒沃库森迎战奥格斯堡  2021/22德甲联赛[体育重播],http://121.51.14.14/tx.hls.huya.com/src/0-0-0-2199063580964-10057-A-0-1.flv?wsSecret=8ec6710a2a593f67b27976b14c7a02c4&wsTime=6246db50&u=0&seqid=16487244302670000&ctype=tars_mobile&txyp=o%3Awx6%3B&fs=bgct&t=103
荒野猎人体育价值万金的深海巨物，你确定不来看看吗？,http://121.51.14.14/tx.hls.huya.com/src/1099531728624-1099531728624-86332484781867008-2199063580704-10057-A-0-1.flv?wsSecret=1a96e15bf7b4dbbae767098d49cdd4ef&wsTime=6246db51&u=0&seqid=16487244314890000&ctype=tars_mobile&fs=bgct&t=103
篮球精选 林书豪，体育哭了！,http://121.51.14.14/tx.hls.huya.com/src/1099531627841-1099531627841-85899625092874240-2199063379138-10057-A-0-1.flv?wsSecret=efba8d373aa55cc4414bd51d8520e988&wsTime=6246db52&u=0&seqid=16487244328250000&ctype=tars_mobile&fs=bgct&t=103
随风摆动的裙摆 体育你敢玩密室逃脱吗,http://121.51.14.14/tx.hls.huya.com/src/1099531728922-1099531728922-86333764682121216-2199063581300-10057-A-0-1.flv?wsSecret=98017127baa837f5d4e919b4bc73e88b&wsTime=6246db54&u=0&seqid=16487244348950000&ctype=tars_mobile&txyp=o%3Atyeic11%3B&fs=bgct&t=103
篮球直播 2021年3X3黄金联赛体育大区赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531627800-1099531627800-85899448999215104-2199063379056-10057-A-0-1.flv?wsSecret=bd82a97ea3fe1e6049abd8f5a3ec9c72&wsTime=6246db55&u=0&seqid=16487244363250000&ctype=tars_mobile&txyp=o%3Anc4%3B&fs=bgct&t=103
苏苏的小生活 体育最新WWE 无间道来袭！,http://121.51.14.14/tx.hls.huya.com/src/1099531627965-1099531627965-85900157668818944-2199063379386-10057-A-0-1.flv?wsSecret=07470250e2d42c928b139df21943e4ce&wsTime=6246db57&u=0&seqid=16487244375970000&ctype=tars_mobile&fs=bgct&t=103
拜仁慕尼黑专场 体育21/22赛季德甲拜仁专场[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728770-1099531728770-86333111847092224-2199063580996-10057-A-0-1.flv?wsSecret=0c6f70956058e377ade341578ef9ce69&wsTime=6246db59&u=0&seqid=16487244394010000&ctype=tars_mobile&fs=bgct&t=103
第一赛场 2021赛季 体育FE电动方程式[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531739778-1099531739778-86380390847086592-2199063603012-10057-A-0-1.flv?wsSecret=10330262ef7e37fa6354a10ea2cea613&wsTime=6246db5c&u=0&seqid=16487244434660000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&t=103
十二酱 见过美女摔跤，体育凶狠起来壮汉都怕,http://121.51.14.14/tx.hls.huya.com/src/1099531728893-1099531728893-86333640128069632-2199063581242-10057-A-0-1.flv?wsSecret=1d09b00150ab290d49f608248b659b14&wsTime=6246db63&u=0&seqid=16487244497660000&ctype=tars_mobile&fs=bgct&t=103
揽星-艺声音乐 123········体育···,http://121.51.14.14/tx.hls.huya.com/src/1199557646703-1199557646703-5419265691142324224-2399115416862-10057-A-0-1.flv?wsSecret=86d3bddd0c9776e0c3fcf2805da7f3cc&wsTime=6246db64&u=0&seqid=16487244508590000&ctype=tars_mobile&fs=bgct&t=103
大胃王莉雅 装甲机器人，体育直接被对手切废，机身碎裂,http://121.51.14.14/tx.hls.huya.com/src/1099531627803-1099531627803-85899461884116992-2199063379062-10057-A-0-1.flv?wsSecret=ab7a072810f0faf1b8d52c58fc5d40ca&wsTime=6246db67&u=0&seqid=16487244532370000&ctype=tars_mobile&fs=bgct&t=103
知识工厂 体质差经常感冒？体育试试陈数力荐的瑜伽运动，提升免疫力,http://121.51.14.14/tx.hls.huya.com/src/1199548667595-1199548667595-5380700715935072256-2399097458646-10057-A-0-1.flv?wsSecret=a03287d1f6de7a2751ba54ba7bd65047&wsTime=6246dbc5&u=0&seqid=16487245479790000&ctype=tars_mobile&txyp=o%3Atyeic11%3B&fs=bgct&t=103
美洲杯比赛精华 体育2021美洲杯比赛精华[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728837-1099531728837-86333399609901056-2199063581130-10057-A-0-1.flv?wsSecret=c844b37192c439b06663c8d227f1aff6&wsTime=6246dbc7&u=0&seqid=16487245496890000&ctype=tars_mobile&fs=bgct&t=103
蒙面摔角场 决战到天体育明,http://121.51.14.14/tx.hls.huya.com/src/1099531627832-1099531627832-85899586438168576-2199063379120-10057-A-0-1.flv?wsSecret=a77625d70a4ebb11d066673dee861293&wsTime=6246dbcc&u=0&seqid=16487245548810000&ctype=tars_mobile&fs=bgct&t=103
沙田柚5哥体育 2022斯文诺克奥沙利文VS威廉姆斯,http://121.51.14.14/tx.hls.huya.com/src/2244870829-2244870829-9641646794299408384-4489865114-10057-A-0-1.flv?wsSecret=4b1d59fac198ead4f14dcd79c3259c10&wsTime=6246dbce&u=0&seqid=16487245564760000&ctype=tars_mobile&fs=bgct&t=103
俄罗武当派 街头铁笼斗体育，拳拳到肉的刺激,http://121.51.14.14/tx.hls.huya.com/src/1099531728965-1099531728965-86333949365714944-2199063581386-10057-A-0-1.flv?wsSecret=756081aa9e8939e9ea81f52bb87e7688&wsTime=6246dbd0&u=0&seqid=16487245584120000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
德国足球甲级联赛2 勒沃库森7-1菲尔特 2021/22赛季德甲[重播]体育,http://121.51.14.14/tx.hls.huya.com/src/0-0-0-2199063580966-10057-A-0-1.flv?wsSecret=6d2af72595206094843b5da4916917a6&wsTime=6246dbd2&u=0&seqid=16487245603820000&ctype=tars_mobile&txyp=o%3An111%3B&fs=bgct&t=103
拳满天下 双人荒野生存 体育一口气看完求生1+1全集,http://121.51.14.14/tx.hls.huya.com/src/1099531627818-1099531627818-85899526308626432-2199063379092-10057-A-0-1.flv?wsSecret=2b45853e59358283e035b614ee96ed7a&wsTime=6246dbd3&u=0&seqid=16487245617570000&ctype=tars_mobile&fs=bgct&t=103
龙哥搏击 泰森狂潮 一拳体育秒杀的KO机器,http://121.51.14.14/tx.hls.huya.com/src/1099531627828-1099531627828-85899569258299392-2199063379112-10057-A-0-1.flv?wsSecret=69cac74a5f578c7cd13316a02bb231a0&wsTime=6246dbd5&u=0&seqid=16487245637820000&ctype=tars_mobile&txyp=o%3Atyeic12%3B&fs=bgct&t=103
格斗迷阿斌 顶级猎犬lou拳格斗 体育重口厮杀,http://121.51.14.14/tx.hls.huya.com/src/1099531627819-1099531627819-85899530603593728-2199063379094-10057-A-0-1.flv?wsSecret=6b1712ff6bacdbeb8279ed7544069a10&wsTime=6246dbd7&u=0&seqid=16487245651590000&ctype=tars_mobile&fs=bgct&t=103
脑力大胆君 胆小别来，能体育追逐 全程尖叫,http://121.51.14.14/tx.hls.huya.com/src/1099531739765-1099531739765-86380335012511744-2199063602986-10057-A-0-1.flv?wsSecret=4d3a60400f391f80cac2f72475b5ce43&wsTime=6246dbd9&u=0&seqid=16487245677020000&ctype=tars_mobile&fs=bgct&t=103
WWE清流1路 WWE往期精彩节目清流 体育每晚九点直播,http://txtest-xp2p.p2p.huya.com/src/1099531728844-1099531728844-86333429674672128-2199063581144-10057-A-0-1.xs?wsSecret=23e937bf5f8a82d5367679fbd94c00be&wsTime=6246cb81&u=0&seqid=16487203839200000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&t=103
冲刺吧丢小丢 灌篮高手漫画速体育读,http://txtest-xp2p.p2p.huya.com/src/1099531627798-1099531627798-85899440409280512-2199063379052-10057-A-0-1.xs?wsSecret=8132ca5d918f77af1c66b25415f6b4c3&wsTime=6246cb8b&u=0&seqid=16487203935400000&ctype=tars_mobile&fs=bgct&t=103
看我的箭准不准 原始生存40天，体育大佬组队PK,http://txtest-xp2p.p2p.huya.com/src/1099531627787-1099531627787-85899393164640256-2199063379030-10057-A-0-1.xs?wsSecret=1f4b09f389f11af0d205a70ca0a4c7af&wsTime=6246cb8f&u=0&seqid=16487203971330000&ctype=tars_mobile&fs=bgct&t=103
足协杯上海专场 玻利维亚足球专场体育,http://txtest-xp2p.p2p.huya.com/src/1099531728828-1099531728828-86333360955195392-2199063581112-10057-A-0-1.xs?wsSecret=15b1eb28dc39ad6c322f148b7e6e0418&wsTime=6246cba6&u=0&seqid=16487204206960000&ctype=tars_mobile&fs=bgct&t=103
格斗迷-小亮 地域牢笼！铁笼赛专场体育！,http://txtest-xp2p.p2p.huya.com/src/1099531627899-1099531627899-85899874200977408-2199063379254-10057-A-0-1.xs?wsSecret=c839f2de2c5f2a36245d4e37a0b920d2&wsTime=6246cba9&u=0&seqid=16487204234400000&ctype=tars_mobile&fs=bgct&t=103
多特蒙德专场 21/22德甲多特专场[体育重播],http://txtest-xp2p.p2p.huya.com/src/1099531728771-1099531728771-86333116142059520-2199063580998-10057-A-0-1.xs?wsSecret=8970b533023ef8c64cf241a7233f45b4&wsTime=6246cbad&u=0&seqid=16487204275270000&ctype=tars_mobile&fs=bgct&t=103
美洲杯小剧场 一步之遥？体育丈量内马尔与梅西之间的距离,http://txtest-xp2p.p2p.huya.com/src/1099531728838-1099531728838-86333403904868352-2199063581132-10057-A-0-1.xs?wsSecret=e421ea01b4feec4d8eb6b4323d0d5f4f&wsTime=6246cbaf&u=0&seqid=16487204298560000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
厄瓜多尔足球专场 体育厄瓜多尔足球专场,http://txtest-xp2p.p2p.huya.com/src/1099531728831-1099531728831-86333373840097280-2199063581118-10057-A-0-1.xs?wsSecret=474d4839f57cc019cb12b6236f640af4&wsTime=6246cbb4&u=0&seqid=16487204343420000&ctype=tars_mobile&fs=bgct&t=103
拳迷豪哥 超震撼裸拳擂台对决 体育拳拳到肉 血沫横飞,http://txtest-xp2p.p2p.huya.com/src/1099531627808-1099531627808-85899483358953472-2199063379072-10057-A-0-1.xs?wsSecret=2e0deb0566a05048cdfb649b6b9fafb8&wsTime=6246cbb7&u=0&seqid=16487204372300000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
战界之力 战界之力-大众拳击体育馆内赛 [回放],http://txtest-xp2p.p2p.huya.com/src/0-0-0-2399154152386-10057-A-0-1.xs?wsSecret=7d9542f8af23ceb5668d43736586d622&wsTime=6246cbb8&u=0&seqid=16487204385550000&ctype=tars_mobile&txyp=o%3Anc4%3B&fs=bgct&t=103
UNI健身健美联赛  体育UNI健身健美联赛?体育 完美身材大秀[重播],http://txtest-xp2p.p2p.huya.com/src/1199594384053-1199594384053-5577051407934029824-2399188891562-10057-A-0-1.xs?wsSecret=0df293b801b26d8bf916d4f14e943c67&wsTime=6246cbba&u=0&seqid=16487204401970000&ctype=tars_mobile&txyp=o%3Afz1%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
奶油芊芊 忍者摔跤大赛，体育修行只为今日,http://txtest-xp2p.p2p.huya.com/src/1099531627809-1099531627809-85899487653920768-2199063379074-10057-A-0-1.xs?wsSecret=5a99a56a83cf24ba7371f889bad1cafb&wsTime=6246cbbb&u=0&seqid=16487204413320000&ctype=tars_mobile&fs=bgct&t=103
圭足球专场 体育拉圭足球专场,http://txtest-xp2p.p2p.huya.com/src/1099531728832-1099531728832-86333378135064576-2199063581120-10057-A-0-1.xs?wsSecret=34f269dac1d687bb5f7263a6de20f02c&wsTime=6246cbbe&u=0&seqid=16487204447030000&ctype=tars_mobile&fs=bgct&t=103
WWE精彩视频秀李霞独家专访！体育首位WWE中国之星驾到,http://txtest-xp2p.p2p.huya.com/src/1099531728847-1099531728847-86333442559574016-2199063581150-10057-A-0-1.xs?wsSecret=8070de640979f458f93712105d1e7dd9&wsTime=6246cbc1&u=0&seqid=16487204475860000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&t=103
美少女春丽 狗狗都会冲浪了，体育真是人不如狗啊,http://txtest-xp2p.p2p.huya.com/src/1099531728923-1099531728923-86333768977088512-2199063581302-10057-A-0-1.xs?wsSecret=399b08d5c5be20139e42f8105da9a926&wsTime=6246cbc2&u=0&seqid=16487204487350000&ctype=tars_mobile&fs=bgct&t=103
德国足球甲级联赛副舞台 莱比锡恶战多特    2021/22德甲联赛[重播体育],http://txtest-xp2p.p2p.huya.com/src/1099531740188-1099531740188-86382151783677952-2199063603832-10057-A-0-1.xs?wsSecret=8801376a500a8429e3216cf871545f7d&wsTime=6246cbc3&u=0&seqid=16487204498990000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
大眼妹兔兔 这样的啦啦队你爱了吗~体育,http://txtest-xp2p.p2p.huya.com/src/1099531728616-1099531728616-86332450422128640-2199063580688-10057-A-0-1.xs?wsSecret=b12104bdc77d4d5547922b9997b4ebcd&wsTime=6246cbc5&u=0&seqid=16487204510690000&ctype=tars_mobile&fs=bgct&t=103
德甲赛事回顾1 德甲周刊第18期体育,http://txtest-xp2p.p2p.huya.com/src/1099531728788-1099531728788-86333189156503552-2199063581032-10057-A-0-1.xs?wsSecret=6745374bcdc4570ee2bcc119f3d891d6&wsTime=6246cbc6&u=0&seqid=16487204526820000&ctype=tars_mobile&fs=bgct&t=103
Xint牌榴莲 测一测体育,http://txtest-xp2p.p2p.huya.com/src/1199575766996-1199575766996-5497091756971261952-2399151657448-10057-A-0-1.xs?wsSecret=f6708be4505a60a3edce88cd560fe39f&wsTime=6246cbc8&u=0&seqid=16487204541090000&ctype=tars_mobile&fs=bgct&t=103
后浪-大祭司 你不知道的川藏线旅体育行,http://txtest-xp2p.p2p.huya.com/src/1199566096018-1199566096018-5455555222740926464-2399132315492-10057-A-0-1.xs?wsSecret=ec6f41bce86545d874bfb29e4b1bd8e8&wsTime=6246cbca&u=0&seqid=16487204567970000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&t=103
德国足球甲级联赛4 斯图加特3:1霍芬海姆 2021/22德甲联赛[重播体育],http://txtest-xp2p.p2p.huya.com/src/0-0-0-2199063580970-10057-A-0-1.xs?wsSecret=181a901613fe2a0d155458d26d3b26b5&wsTime=6246cbd6&u=0&seqid=16487204689760000&ctype=tars_mobile&txyp=o%3An111%3B&fs=bgct&t=103
蜜桃同学 十分钟站立减肥操体育,http://txtest-xp2p.p2p.huya.com/src/1199549075839-1199549075839-5382454110563860480-2399098275134-10057-A-0-1.xs?wsSecret=1505c46dea949cf1c7b14f1e53c1a91c&wsTime=6246cbdb&u=0&seqid=16487204738060000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
平平无奇的恋爱姬体育WWE次级赛体育，地下摔跤晋级争夺！,http://txtest-xp2p.p2p.huya.com/src/1099531739984-1099531739984-86381275610349568-2199063603424-10057-A-0-1.xs?wsSecret=5e96902642f16695bdce9f288ad2eecd&wsTime=6246cbdf&u=0&seqid=16487204772780000&ctype=tars_mobile&fs=bgct&t=103
德甲比赛精华1 德甲比赛精华体育,http://txtest-xp2p.p2p.huya.com/src/1099531728802-1099531728802-86333249286045696-2199063581060-10057-A-0-1.xs?wsSecret=3bc33d94704bf23ca8b52da6f12acfa7&wsTime=6246cbe0&u=0&seqid=16487204789070000&ctype=tars_mobile&fs=bgct&t=103?体育
世界不一样呀大棒槌”驴蹄一步一崴真难受，一刀到底切大块，脚底严重腐烂体育！,http://txtest-xp2p.p2p.huya.com/src/1099531728593-1099531728593-86332351637880832-2199063580642-10057-A-0-1.xs?wsSecret=7304b0ca514e6b8768c67688951c1c46&wsTime=6246cbe4&u=0&seqid=16487204821390000&ctype=tars_mobile&txyp=o%3Atyeic12%3B&fs=bgct&t=103
T台可人儿 男女互抽巴掌，扇到头破血流体育,http://txtest-xp2p.p2p.huya.com/src/1099531739996-1099531739996-86381327149957120-2199063603448-10057-A-0-1.xs?wsSecret=4e346b65c0d86c6a792434be0ea74bd5&wsTime=6246cbe5&u=0&seqid=16487204839750000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
少林功夫网络考功 2022少林功夫网络考功大赛 重播体育,http://txtest-xp2p.p2p.huya.com/src/1099531728991-1099531728991-86334061034864640-2199063581438-10057-A-0-1.xs?wsSecret=4c563887a64e2b5ce3ae97c02d8e967a&wsTime=6246cbe9&u=0&seqid=16487204875480000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
模拟赛车 第6站体育！电动方程式锦标赛ACCELERATE电竞赛[重播],http://txtest-xp2p.p2p.huya.com/src/1099531740125-1099531740125-86381881200738304-2199063603706-10057-A-0-1.xs?wsSecret=08e8ce0b8218cb981a995a0ef5577798&wsTime=6246cbec&u=0&seqid=16487204904360000&ctype=tars_mobile&txyp=o%3Awx91%3B&fs=bgct&t=103
德国足球甲级联赛3 体育柏林赫塔1:2弗莱堡 2021/22赛季德甲[重播],http://txtest-xp2p.p2p.huya.com/src/0-0-0-2199063580968-10057-A-0-1.xs?wsSecret=261a70b3135d9c9d1bf3a73511ccf08a&wsTime=6246cbf1&u=0&seqid=16487204954150000&ctype=tars_mobile&txyp=o%3Awx6%3B&fs=bgct&t=103
斯克业余大师总决赛丁俊晖，体育你为什么这么秀！,http://txtest-xp2p.p2p.huya.com/src/1099531728533-1099531728533-86332093939843072-2199063580522-10057-A-0-1.xs?wsSecret=43e40e2d2ae0cb32ba2e983f30ec019a&wsTime=6246cbf5&u=0&seqid=16487204994790000&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&t=103
开心老师 瑜伽老师体育,http://txtest-xp2p.p2p.huya.com/src/1279521993636-1279521993636-16822127287603298304-2559044110728-10057-A-0-1.xs?wsSecret=b0827b729089e979e2f75270aa80db59&wsTime=6246cbf7&u=0&seqid=16487205012240000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
林小软 妹子超会钓的，料理也一级体育棒,http://txtest-xp2p.p2p.huya.com/src/1099531627804-1099531627804-85899466179084288-2199063379064-10057-A-0-1.xs?wsSecret=33d92ea495e634acfc9f4113a35b4003&wsTime=6246cbf9&u=0&seqid=16487205035530000&ctype=tars_mobile&fs=bgct&t=103
帅soserious 吃出6块腹肌！10种食物帮你快速减脂！体育新手必看！,http://txtest-xp2p.p2p.huya.com/src/1299518413687-1299518413687-10472377075179192320-2599036950830-10057-A-0-1.xs?wsSecret=38aeb6f72fe50ae5a77f0cea6ded4157&wsTime=6246cbfa&u=0&seqid=16487205047740000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&t=103
足协杯广州专场 哥伦比亚足球专场体育,http://txtest-xp2p.p2p.huya.com/src/1099531728827-1099531728827-86333356660228096-2199063581110-10057-A-0-1.xs?wsSecret=6ef8bc28488859aeefcaefef269a5454&wsTime=6246cbfb&u=0&seqid=16487205059010000&ctype=tars_mobile&fs=bgct&t=103
2020全国游泳锦标赛洪荒少女傅园慧！全国游泳冠军赛[重播体育],http://txtest-xp2p.p2p.huya.com/src/1099531627797-1099531627797-85899436114313216-2199063379050-10057-A-0-1.xs?wsSecret=cc9b9bca3ed3c44a1e0ccbde48721201&wsTime=6246cc00&u=0&seqid=16487205106540000&ctype=tars_mobile&fs=bgct&t=103?体育
EQUALIZER #草廠格鬥傳說# 体育2020 还有谁-寻找传说 原创剧集,http://txtest-xp2p.p2p.huya.com/src/1299516584312-1299516584312-10464519969382072320-2599033292080-10057-A-0-1.xs?wsSecret=7793d54bd2511bbb398c05699ae9c82a&wsTime=6246cc02&u=0&seqid=16487205129600000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
欧尼酱 [初阶]上肢力量感知 · 体育30X4组,http://txtest-xp2p.p2p.huya.com/src/1099531627837-1099531627837-85899607913005056-2199063379130-10057-A-0-1.xs?wsSecret=95b208895e6169ae13422c820274e4bd&wsTime=6246cc04&u=0&seqid=16487205142710000&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&t=103
洪豆豆 [中阶]腿1部力量强化体育 35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627854-1099531627854-85899680927449088-2199063379164-10057-A-0-1.xs?wsSecret=3cc0ebd32a9ccd691334ff5e86bf7d50&wsTime=6246cc05&u=0&seqid=16487205154400000&ctype=tars_mobile&fs=bgct&t=103
特立独行 [中阶]全身循环 体育35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627852-1099531627852-85899672337514496-2199063379160-10057-A-0-1.xs?wsSecret=6c7a5fd3260744c74c37b18a2bd8d7a1&wsTime=6246cc06&u=0&seqid=16487205166020000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
是你的奶糖呀挨饿德——体育一个永远吃不饱的男人,http://txtest-xp2p.p2p.huya.com/src/1099531740251-1099531740251-86382422366617600-2199063603958-10057-A-0-1.xs?wsSecret=30254047291e3ea33c134df764287d05&wsTime=6246cc07&u=0&seqid=16487205178440000&ctype=tars_mobile&fs=bgct&t=103
大胖兔 [中阶]上腹燃脂体育 35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627853-1099531627853-85899676632481792-2199063379162-10057-A-0-1.xs?wsSecret=6366c80460353d6657334dc9e6641b70&wsTime=6246cc08&u=0&seqid=16487205190020000&ctype=tars_mobile&fs=bgct&t=103
一修铁拳 搏击燃脂真可以吗？体育,http://txtest-xp2p.p2p.huya.com/src/1199564875935-1199564875935-5450315006157520896-2399129875326-10057-A-0-1.xs?wsSecret=d925b1fff497b88ceb7d7a8bf7e55d02&wsTime=6246cc0a&u=0&seqid=16487205202130000&ctype=tars_mobile&txyp=o%3Atyeic12%3B&fs=bgct&t=103
胖大星 [高阶]15分钟全身燃脂体育操,http://txtest-xp2p.p2p.huya.com/src/1099531627844-1099531627844-85899637977776128-2199063379144-10057-A-0-1.xs?wsSecret=e128c0045bc2a748bdc2399a190ff34c&wsTime=6246cc0e&u=0&seqid=16487205245230000&ctype=tars_mobile&fs=bgct&t=103
肌吾霸 [中阶]核心力量强化 体育35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627851-1099531627851-85899668042547200-2199063379158-10057-A-0-1.xs?wsSecret=8e73c3987a7c8624648338c88515bb38&wsTime=6246cc0f&u=0&seqid=16487205258180000&ctype=tars_mobile&fs=bgct&t=103
